Key,Source,Context,Changes,English
cobblestonePillar50,blocks,Block,New,"Булыжник (колонна 50)"
cobblestonePlate,blocks,Block,New,"Булыжник (плита)"
cobblestonePlateOffset,blocks,Block,New,"Булыжник (плита/смещение)"
cobblestonePole,blocks,Block,New,"Булыжник (столб)"
cobblestonePyramid,blocks,Block,New,"Булыжник (пирамида)"
cobblestoneQuarterCNR,blocks,Block,New,"Булыжник (1/4 угла)"
cobblestoneQuarterCNR3Way,blocks,Block,New,"Булыжник (1/4 угла/3 направления)"
cobblestoneQuarterSCtr,blocks,Block,New,"Булыжник (1/4 размера/центр)"
cobblestoneQuarterTeeSCtr,blocks,Block,New,"Булыжник (1/4 размера/центр/Т)"
cobblestoneRamp,blocks,Block,KgNone,"Булыжник (рампа)"
cobblestoneStairs25,blocks,Block,KgNone,"Булыжник (ступеньки)"
cobblestoneStairs25CornerCNR,blocks,Block,New,"Булыжник (ступеньки/угол)"
cobblestoneStairs25Desc,blocks,Block,KgNone,"Может быть улучшено до бетона."
cobblestoneWedge,blocks,Block,New,"Булыжник (клин)"
cobblestoneWedgeCNRInsideBottom,blocks,Block,New,"Булыжник (клин/внутр. угол/низ)"
cobblestoneWedgeCNRInsideSteepBase,blocks,Block,New,"Булыжник (клин/отвес/внутр. угол/основа)"
cobblestoneWedgeCNRInsideSteepTop,blocks,Block,New,"Булыжник (клин/отвес/внутр. угол/верх)"
cobblestoneWedgeCNRInsideTop,blocks,Block,New,"Булыжник (клин/внутр. угол/верх)"
cobblestoneWedgeCNRSteepBase,blocks,Block,New,"Булыжник (клин/отвес/угол/основа)"
cobblestoneWedgeCNRSteepTop,blocks,Block,New,"Булыжник (клин/отвес/угол/верх)"
cobblestoneWedgeIncline,blocks,Block,New,"Булыжник (клин/наклон)"
cobblestoneWedgeStairs,blocks,Block,New,"Булыжник (клин/ступеньки)"
cobblestoneWedgeTip,blocks,Block,New,"Булыжник (клин/кончик)"
cobblestoneWedgeTipCNRFullBottom,blocks,Block,New,"Булыжник (клин/полный угол/низ)"
cobblestoneWedgeTipCNRFullTop,blocks,Block,New,"Булыжник (клин/полный угол/верх)"
cobblestoneWedgeTipStairs,blocks,Block,New,"Булыжник (клин/кончик/ступеньки)"
cobweb,blocks,Block,KgNone,"Паутина"
cobwebDesc,blocks,Block,KgNone,"Паутину делают пауки. Если это был Mаrvеl, то это может что-то значить."
coffeeTable,blocks,Block,New,"Журнальный столик"
commercialBlindsBottom,blocks,Block,New,"Коммерческие жалюзи (низ)"
commercialBlindsTop,blocks,Block,New,"Коммерческие жалюзи (верх)"
commercialDoor1_v1,blocks,Block,KgNone,"Коммерческая дверь 1"
commercialDoor1_v2,blocks,Block,KgNone,"Коммерческая дверь 1а"
commercialDoor1_v3,blocks,Block,KgNone,"Коммерческая дверь 1б"
commercialDoor2_v1,blocks,Block,KgNone,"Коммерческая дверь 2"
commercialDoor2_v2,blocks,Block,KgNone,"Коммерческая дверь 2а"
commercialDoor2_v3,blocks,Block,KgNone,"Коммерческая дверь 2б"
commercialDoor4_v1,blocks,Block,KgNone,"Коммерческая дверь 4"
commercialDoor4_v2,blocks,Block,KgNone,"Коммерческая дверь 4а"
commercialDoor4_v3,blocks,Block,KgNone,"Коммерческая дверь 4б"
commonShotgunPartsGroupDesc,items,Part,KgNone,"Стандартная часть любого дробовика. Можно объединить с другими частями для сборки дробовика, если изучить нужную схему."
concreteArch,blocks,Block,New,"Бетон (арка 2м)"
concreteArrowSlitHalf,blocks,Block,New,"Бетон (бойница)"
concreteBarrier1,blocks,Block,New,"Бетонное заграждение 1"
concreteBarrier2,blocks,Block,New,"Бетонное заграждение 2"
concreteBarrier3,blocks,Block,New,"Бетонное заграждение 3"
concreteBlock,blocks,Block,KgNone,"Бетон (блок)"
concreteBlockBaseboard1,blocks,Block,New,"Бетон (плинтус 1)"
concreteBlockBaseboard4,blocks,Block,New,"Бетон (плинтус 4)"
concreteBlockBaseboardChairRail1,blocks,Block,New,"Бетон (плинтус/поручень 1)"
concreteBlockBaseboardChairRail4,blocks,Block,New,"Бетон (плинтус/поручень 4)"
concreteBlockTileBroken01,blocks,Block,New,"Бетон (разбитая плитка)"
concreteCNRFull,blocks,Block,KgNone,"Бетон (полный угол)"
concreteCNRInside,blocks,Block,KgNone,"Бетон (внутр. Угол)"
concreteCNRRamp,blocks,Block,KgNone,"Бетон (рампа/угол)"
concreteCNRRampFiller,blocks,Block,New,"Бетон (рампа/угол/заглушка)"
concreteCNRRound,blocks,Block,New,"Бетон (круглый угол)"
concreteCNRRoundTop,blocks,Block,New,"Бетон (круглый угол/верх)"
concreteCTRPlate,blocks,Block,KgNone,"Бетон (плита/центр)"
concreteCTRQuarter,blocks,Block,New,"Бетон (1/4 блока/центр)"
concreteCTRpole,blocks,Block,New,"Бетон (столб/центр)"
concreteCornerstone,blocks,Block,New,"Бетон (угловой камень)"
concreteDestroyed01,blocks,Block,New,"Разрушенный бетон 1"
concreteDestroyed02,blocks,Block,New,"Разрушенный бетон 2"
concreteDestroyed03,blocks,Block,New,"Разрушенный бетон 3"
concreteDestroyed04,blocks,Block,New,"Разрушенный бетон 4"
concreteDestroyed05,blocks,Block,New,"Разрушенный бетон 5"
concreteDestroyed06,blocks,Block,New,"Разрушенный бетон 6"
concreteDestroyed07,blocks,Block,New,"Разрушенный бетон 7"
concreteEighth,blocks,Block,KgNone,"Бетон (1/8 блока)"
concreteFormBlock,blocks,Block,KgNone,"Опалубка (блок)"
concreteFormCNRInside,blocks,Block,KgNone,"Опалубка (внутр. Угол)"
concreteFormCTRpole,blocks,Block,New,"Опалубка (столб/центр)"
concreteFormRamp,blocks,Block,KgNone,"Опалубка (рампа)"
concreteGable1m,blocks,Block,New,"Бетон (щипец 1 м)"
concreteGableInvertedHalf,blocks,Block,New,"Бетон (щипец/обратный/половина)"
concreteGableInvertedQuarter,blocks,Block,New,"Бетон (щипец/обратный/четверть)"
concreteGableInvertedSteep,blocks,Block,New,"Бетон (щипец/обратный/отвес)"
concreteGableQuarter,blocks,Block,New,"Бетон (щипец/четверть)"
concreteGroupDesc,blocks,Block,New,"Очень универсальный строительный материал. Разместите и ждите затвердевания бетона. Может быть улучшен до железобетона."
concreteHalf,blocks,Block,KgNone,"Бетон (1/2 блока)"
concreteHalfCNRInside2,blocks,Block,New,"Бетон (1/2 блока/внутр. угол 2)"
concreteHalfCentered,blocks,Block,New,"Бетон (1/2 блока/центр)"
concreteHalfPlate,blocks,Block,New,"Бетон (1/2 плиты)"
concreteHalfRampStairs50,blocks,Block,New,"Бетон (1/2 рампы)"
concreteHalfRampStairs50Filler,blocks,Block,New,"Бетон (1/2 рампы/затычка)"
concreteNoUpgradeGroupDesc,blocks,Block,New,"Очень универсальный строительный материал. Этот блок не может быть улучшен и, вероятно, находится в меню креатива."
concretePillar100,blocks,Block,KgNone,"Бетон (колонна 100)"
concretePillar100Cap,blocks,Block,New,"Бетон (колонна 100/крышка)"
concretePillar50,blocks,Block,KgNone,"Бетон (колонна 50)"
concretePlate,blocks,Block,KgNone,"Бетон (плита)"
concretePlateOffset,blocks,Block,New,"Бетон (плита/смещение)"
concretePole,blocks,Block,KgNone,"Бетон (столб)"
concretePoleSCTR,blocks,Block,New,"Бетон (столб/центр)"
concretePyramid,blocks,Block,KgNone,"Бетон (пирамида)"
concretePyramid1m,blocks,Block,New,"Бетон (пирамида 1м)"
concreteQuarter,blocks,Block,KgNone,"Бетон (1/4 блока)"
concreteQuarterCNR,blocks,Block,New,"Бетон (1/4 угла)"
concreteQuarterCNR3Way,blocks,Block,New,"Бетон (1/4 угла/3 направления)"
concreteQuarterSCtr,blocks,Block,New,"Бетон (1/4 размера/центр)"
concreteQuarterTeeSCtr,blocks,Block,New,"Бетон (1/4 размера/центр/Т)"
concreteRamp,blocks,Block,KgNone,"Бетон (рампа)"
concreteStairs25,blocks,Block,KgNone,"Бетонные ступеньки"
concreteStairs25CornerCNR,blocks,Block,New,"Бетон (ступеньки/угол)"
concreteStairs50,blocks,Block,KgNone,"Бетонные ступеньки 50"
concreteStairsFilledRailingLeft,blocks,Block,New,"Бетонные ступеньки (перила слева)"
concreteStairsFilledRailingRight,blocks,Block,New,"Бетонные ступеньки (перила справа)"
concreteSupport,blocks,Block,KgNone,"Бетонная опора"
concreteTubeCenter,blocks,Block,New,"Бетонная труба (3 м/центр)"
concreteTubeCorner,blocks,Block,New,"Бетонная труба (3 м/угол)"
concreteTunnelCenter,blocks,Block,New,"Бетонный туннель (3 м/центр)"
concreteTunnelCorner,blocks,Block,New,"Бетонный туннель (3 м/угол)"
concreteWedge,blocks,Block,KgNone,"Бетон (клин)"
concreteWedgeCNRInsideBottom,blocks,Block,New,"Бетон (клин/внутр. Угол/низ)"
concreteWedgeCNRInsideSteepBase,blocks,Block,New,"Бетон (клин/отвес/внутр. угол/основа)"
concreteWedgeCNRInsideSteepTop,blocks,Block,New,"Бетон (клин/отвес/внутр. угол/верх)"
concreteWedgeCNRInsideTop,blocks,Block,New,"Бетон (клин/внутр. угол/верх)"
concreteWedgeCNRSteepBase,blocks,Block,New,"Бетон (клин/отвес/угол/основа)"
concreteWedgeCNRSteepTop,blocks,Block,New,"Бетон (клин/отвес/угол/верх)"
concreteWedgeIncline,blocks,Block,New,"Бетон (клин/наклон)"
concreteWedgeStairs,blocks,Block,New,"Бетон (клин/ступеньки)"
concreteWedgeTip,blocks,Block,KgNone,"Бетон (клин/кончик)"
concreteWedgeTipCNRFullBottom,blocks,Block,New,"Бетон (клин/полный угол/низ)"
concreteWedgeTipCNRFullTop,blocks,Block,New,"Бетон (клин/полный угол/верх)"
concreteWedgeTipStairs,blocks,Block,New,"Бетон (клин/кончик/ступеньки)"
conduit01,blocks,Block,KgNone,"Трубопровод"
conduit01Corner,blocks,Block,KgNone,"Трубопровод (угол)"
conduit01Curve,blocks,Block,KgNone,"Трубопровод (изгиб)"
conduit01End,blocks,Block,KgNone,"Трубопровод (конец)"
containerLocked,UI,Menu,KgNone,"Контейнер закрыт"
containerUnlocked,UI,Menu,KgNone,"Контейнер открыт"
controlPanelBase01,blocks,Block,KgNone,"Панель управления (основание 1)"
controlPanelBase02,blocks,Block,KgNone,"Панель управления (основание 2)"
controlPanelBase03,blocks,Block,KgNone,"Панель управления (основание 3)"
controlPanelBase04,blocks,Block,KgNone,"Панель управления (основание 4)"
controlPanelBase05,blocks,Block,KgNone,"Панель управления (основание 5)"
controlPanelBase06,blocks,Block,KgNone,"Панель управления (основание 6)"
controlPanelBase07,blocks,Block,KgNone,"Панель управления (основание 7)"
controlPanelBase08,blocks,Block,KgNone,"Панель управления (основание 8)"
controlPanelCorner,blocks,Block,KgNone,"Панель управления (угол)"
controlPanelTop01,blocks,Block,KgNone,"Панель управления (верх 1)"
controlPanelTop02,blocks,Block,KgNone,"Панель управления (верх 2)"
controlPanelTop03,blocks,Block,KgNone,"Панель управления (верх 3)"
controlPanelTop04,blocks,Block,KgNone,"Панель управления (верх 4)"
controlPanelTop05,blocks,Block,KgNone,"Панель управления (верх 5)"
controlPanelTop06,blocks,Block,KgNone,"Панель управления (верх 6)"
controlPanelTop07,blocks,Block,KgNone,"Панель управления (верх 7)"
controllerDisconnected,,General App Error,KgNone,"Контроллер {0} был отключён."
controllerPS4Disconnected,,General App Error,KgNone,"Контроллер {0} был отключён."
corrugatedMetalBlock,blocks,Block,KgNone,"Металл. профнастил (блок)"
corrugatedMetalCNRFull,blocks,Block,KgNone,"Металл. профнастил (полный угол)"
corrugatedMetalCNRInside,blocks,Block,KgNone,"Металл. профнастил (внутр. Угол)"
corrugatedMetalCNRRamp,blocks,Block,KgNone,"Металл. профнастил (рампа/угол)"
corrugatedMetalCNRRound,blocks,Block,New,"Металл. профнастил (круглый угол)"
corrugatedMetalCNRRoundTop,blocks,Block,New,"Металл. профнастил (круглый угол/верх)"
corrugatedMetalCTRPlate,blocks,Block,GrChanged,"Металл. профнастил (плита/центр)"
corrugatedMetalCTRQuarter,blocks,Block,New,"Металл. профнастил (1/4 блока/центр)"
corrugatedMetalGable,blocks,Block,KgNone,"Металл. профнастил (щипец)"
corrugatedMetalPillar0.025,blocks,Block,New,"Металл. профнастил (колонна 2.5 см)"
corrugatedMetalPillar0.025CTR,blocks,Block,New,"Металл. профнастил (колонна 2.5 см/центр)"
corrugatedMetalPillar0.025SCTR,blocks,Block,New,"Металл. профнастил (колонна 2.5 см/центр 2)"
corrugatedMetalPillar0.05,blocks,Block,New,"Металл. профнастил (колонна 5 см)"
corrugatedMetalPillar0.05CTR,blocks,Block,New,"Металл. профнастил (колонна 5 см/центр)"
corrugatedMetalPillar0.05SCTR,blocks,Block,New,"Металл. профнастил (колонна 5 см/центр 2)"
corrugatedMetalPillar100,blocks,Block,KgNone,"Металл. профнастил (колонна 100)"
corrugatedMetalPillar50,blocks,Block,KgNone,"Металл. профнастил (колонна 50)"
corrugatedMetalPlate,blocks,Block,New,"Металл. профнастил (плита)"
corrugatedMetalPlateOffset,blocks,Block,New,"Металл. профнастил (плита/смещение)"
corrugatedMetalPole,blocks,Block,KeyChanged,"Металл. профнастил (столб)"
corrugatedMetalPoleSCTR,blocks,Block,New,"Металл. профнастил (столб/центр)"
corrugatedMetalRamp,blocks,Block,KgNone,"Металл. профнастил (рампа)"
corrugatedMetalSheet,blocks,Block,KgNone,"Лист металл. профнастила"
corrugatedMetalSheetBent1,blocks,Block,New,"Гнутый лист металл. профнастила 1"
corrugatedMetalSheetBent2,blocks,Block,New,"Гнутый лист металл. профнастила 2"
corrugatedMetalSheetBent3,blocks,Block,New,"Гнутый лист металл. профнастила 3"
corrugatedMetalSheetBent4,blocks,Block,New,"Гнутый лист металл. профнастила 4"
corrugatedMetalStairs25,blocks,Block,KeyChanged,"Ступеньки из металл. профнастила"
corrugatedMetalTubeCenter,blocks,Block,New,"Труба из металл. профнастила (3 м/центр)"
corrugatedMetalTubeCorner,blocks,Block,New,"Труба из металл. профнастила (3 м/угол)"
corrugatedMetalTunnelCenter,blocks,Block,New,"Туннель из металл. профнастила (3 м/центр)"
corrugatedMetalTunnelCorner,blocks,Block,New,"Туннель из металл. профнастила (3 м/угол)"
corrugatedMetalWedge,blocks,Block,New,"Металл. профнастил (клин)"
corrugatedMetalWedgeIncline,blocks,Block,New,"Металл. профнастил (клин/наклон)"
corrugatedMetalWedgeTip,blocks,Block,New,"Металл. профнастил (клин/кончик)"
couchSofa01,blocks,Block,KeyChanged EnChanged GrChanged,"Диван 01"
cowboyBoots,items,Clothes,New,"Ковбойские сапоги"
cowboyHat,items,Clothes,KgNone,"Ковбойская шляпа"
cowboyHatGroupDesc,items,Clothes,KgNone,"Выглядите круто и оставайтесь защищёнными в жаркую погоду, нося эту стильную десятигаллоновую шляпу."
criticalBlunt,buffs,Buff,KgNone,"Тупая травма"
criticalBluntDesc,buffs,Buff,KgNone,"У вас травма от удара тупым предметом."
criticalBluntTooltip,buffs,Buff,KgNone,"У вас травма от удара тупым предметом."
crossHelper,blocks,Block,New,"Крест-указатель"
crushedCars,blocks,Block,New,"Разбитые машины"
crushedCarsDesc,blocks,Block,New,"Они видели лучшие дни."
cubeTileBroken01,blocks,Block,New,"Дерево (разбитая плитка)"
cured,buffs,Buff,KgNone,"Вылеченный"
curedDesc,buffs,Buff,KgNone,"Вы невосприимчивы к последующим инфекциям."
curedTooltip,buffs,Buff,KgNone,"Вы невосприимчивы к последующим инфекциям."
curtain_bottom1Sheet3,blocks,Block,KgNone,"Шторка 1 (низ)"
curtain_top1Sheet3,blocks,Block,KgNone,"Шторка 1 (верх)"
dartTrap,blocks,Electricity,New,"Дротикомёт"
dartTrapDesc,blocks,Electricity,New,"Выпускает железные дротики, когда подключён к электросети."
decoBenchPress,blocks,Block,New,"Скамья для жима лёжа"
decoMetalSlide,blocks,Block,New,"Железная горка"
decoPicnicTable,blocks,Block,New,"Стол для пикника"
decoStationaryBike,blocks,Block,New,"Велотренажёр"
decoSwingSet,blocks,Block,New,"Качели"
decoTreadmill,blocks,Block,New,"Беговая дорожка"
decoWeightBar,blocks,Block,New,"Штанга"
decorationBlockGroupDesc,blocks,Block,New,"Декоративный блок из креативного меню."
decorativeBlockGroupDesc,blocks,Block,New,"Предмет, имеющий в основном декоративное значение."
denimClothesGroupDesc,items,Clothes,EnChanged,"В этой джинсовой одежде вы будете чувствовать себя по-настоящему комфортно, получая небольшую защиту от непогоды."
denimJacket,items,Clothes,KgNone,"Джинсовка"
denimPants,items,Clothes,KgNone,"Синие джинсы"
denimShortsPants,items,Clothes,New,"Шорты"
deprecatedBlockDesc,blocks,Block,New,"Устаревший блок или предмет"
deskLampLight,blocks,Block,New,"Настольная лампа"
devOnlyGroupDesc,blocks,Block,New,"Используются только для разработки и тестирования."
diedGameMessage,UI,HUD,KgNone,"[A0]{0} умер"
dnaSetting_lowCheekPosition,XUi,Profile DNA,New,"Положение щёк"
dnaSetting_lowCheekPronounced,XUi,Profile DNA,New,"Выступ щёк"
door,,item,GrNone,"Дверь"
doorFrameMetal1,blocks,Block,KgNone,"Железная дверная рама 1"
doorFrameMetal2,blocks,Block,KgNone,"Железная дверная рама 2"
doorFrameMetalBoarded1,blocks,Block,KgNone,"Забитая железная дверная рама 1"
doorFrameMetalBoarded2,blocks,Block,KgNone,"Забитая железная дверная рама 2"
doorFrameWhite1,blocks,Block,KgNone,"Белая дверная рама 1"
doorFrameWhite2,blocks,Block,KgNone,"Белая дверная рама 2"
doorFrameWhiteBoarded1,blocks,Block,KgNone,"Забитая белая дверная рама 1"
doorFrameWhiteBoarded2,blocks,Block,KgNone,"Забитая белая дверная рама 2"
doorGroupDesc,blocks,Block,New,"Нажмите и удерживайте [асtivаtе], чтобы запереть её или установить код. Улучшается и ремонтируется с помощью строительного инструмента, используя клавишу вторичного действия."
doorLocked,UI,Menu,KgNone,"Дверь закрыта"
doorTrim2m,blocks,Block,New,"Дверь с отделкой (2 м)"
doorTrimTop,blocks,Block,New,"Дверь с отделкой (верх)"
doorUnlocked,UI,Menu,KgNone,"Дверь открыта"
drawBridgeGroupDesc,blocks,Block,New,"Это старомодно, но, учитывая то, что происходит, возможно, вам просто необходимо немного старомодного."
dressShoes,items,Clothes,New,"Туфли"
driftwood,blocks,Block,KgNone,"Коряга"
driftwood2,blocks,Block,KgNone,"Коряга 2"
drinkCanBoiledWater,items,Food,KgNone,"Кипячёная вода"
drinkCanBoiledWaterDesc,items,Food,KgNone,"Кипячёная вода, безопасная для питья. Возможно."
drinkCanEmpty,items,Food,KgNone,"Пустая консервная банка"
drinkCanEmptyDesc,items,Food,KgNone,"Пустая консервная банка, которую вы можете переработать в лом или наполнить водой."
drinkCanMegaCrush,items,Food,New,"Мега-давка"
drinkCanMegaCrushDesc,items,Food,EnChanged,"Крушите своих врагов и свою жажду с мега-давкой! Содержит электролиты!"
drinkCanRiverWater,items,Food,KgNone,"Бутылка грязной воды"
drinkCanRiverWaterDesc,items,Food,EnChanged,"Отвратительная, но что поделать. Может быть очищена путём кипячения на костре."
drinkJarBeer,items,Food,KgNone,"Пиво"
drinkJarBeerDesc,items,Food,EnChanged KgNone,"300% урон кулаками\n50% увеличение выносливости\n\nВсего одна бутылка домашнего свежего пива увеличивает выносливость, храбрость, а также даёт невосприимчивость к оглушению. Прямо как когда-то делал дедушка."
drinkJarBoiledWater,items,Food,KgNone,"Бутылка воды"
drinkJarBoiledWaterDesc,items,Food,KgNone,"Бутылка чистой воды. Настолько чистая, насколько позволяет вам апокалипсис."
drinkJarCoffee,items,Food,KgNone,"Кофе"
drinkJarCoffeeDesc,items,Food,EnChanged,"В течение ограниченного времени кофе не даёт вам устать и поднимает температуру тела."
drinkJarEmpty,items,Food,KgNone,"Стеклянная банка"
drinkJarEmptyDesc,items,Food,KgNone,"Пустая стеклянная банка может быть наполнена водой или использоваться в других рецептах."
drinkJarGoldenRodTea,items,Food,KgNone,"Чай из золотарника"
drinkJarGoldenRodTeaDesc,items,Food,EnChanged,"Значительно улучшает ваши шансы пережить небольшую дизентерию и пищевое отравление, но на это потребуется какое-то время."
drinkJarGrainAlcohol,items,Food,KgNone,"Хлебный спирт"
drinkJarGrainAlcoholDesc,items,Food,KgNone,"Хлебный спирт может быть изготовлен на костре с помощью мензурки. Использоваться для изготовления своими руками топлива и аптечек."
drinkJarGrandpasAwesomeSauce,items,Food,New,"Потрясающий дедушкин соус"
drinkJarGrandpasAwesomeSauceDesc,items,Food,New,"Устали от этих надоедливых торговцев?\nХлебните потрясающий дедушкин соус\nи совершите более выгодную сделку!"
drinkJarGrandpasLearningElixir,items,Food,New,"Дедушкин эликсир знаний"
drinkJarGrandpasLearningElixirDesc,items,Food,New,"Учитесь в два раза больше, в два раза быстрее или что-то вроде того."
drinkJarGrandpasMoonshine,items,Food,New,"Дедушкин самогон"
drinkJarGrandpasMoonshineDesc,items,Food,New,"Ничего не делаешь жизнь проще, как старая бутылка дедушкиного самогона.\nУвеличивает урон врукопашную, которая заставит дрожать ваших врагов. Также увеличивает стойкость, сопротивление урону кучу всего другого."
drinkJarRedTea,items,Food,KgNone,"Красный чай"
drinkJarRedTeaDesc,items,Food,KgNone,"Древнекитайский секрет, красный чай известен как антиоксидант, снижающий урон максимуму выносливости и имеющий отличную утоляющую способность."
drinkJarRiverWater,items,Food,KgNone,"Бутылка грязной воды"
drinkJarRiverWaterDesc,items,Food,KgNone,"Отвратительная грязная вода, но это апокалипсис. Вы не можете придираться. Может быть очищена путём кипячения на костре."
drinkJarSnowberryJuice,items,Food,New,"Сок снежноягодника"
drinkJarSnowberryJuiceDesc,items,Food,New,"Этот напиток поможет вам выжить в холодных условиях, но не стоит им злоупотреблять."
drinkJarYuccaCocktail,items,Food,New,"Коктейль из юкки"
drinkJarYuccaCocktailDesc,items,Food,New,"Lorem ipsum dolor sit amet"
drinkJarYuccaJuice,items,Food,KgNone,"Сок юкки"
drinkJarYuccaJuiceDesc,items,Food,EnChanged,"Сок из юкки может освежить вас, утолить жажду и увеличить выносливость, чтобы вы стали сексуальным тираннозавром. "
drinkYuccaJuiceSmoothie,items,Food,New,"Смузи из юкки"
drinkYuccaJuiceSmoothieDesc,items,Food,New,"Этот смузи поможет вам выжить в суровых холодных условиях."
drugAntibiotics,items,Medical,KgNone,"Антибиотики"
drugAntibioticsDesc,items,Medical,KgNone,"Антибиотики могут вылечить заражение, дизентерию, пищевое отравление и пневмонию, но имеют серьёзные побочные эффекты.\n\nМогут быть изготовлены в мензурке на костре."
drugBluePill,items,Medical,New,"Синяя таблетка"
drugBluePillDesc,items,Medical,New,"Предмет разработчика, используется для тестирования и постройки зданий"
drugFortBites,items,Medical,New,"Стойкокус"
drugFortBitesDesc,items,Medical,New,"Стойкокус увеличивает вашу стойкость и даёт 50% сопротивление урону. Может вызвать зависимость."
drugHerbalAntibiotics,items,Medical,KgNone,"Травяные антибиотики"
drugHerbalAntibioticsDesc,items,Medical,KgNone,"Травяные антибиотики могут вылечить заражение, дизентерию, пищевое отравление и пневмонию, но имеют серьёзные побочные эффекты.\n\nМогут быть изготовлены в кастрюле на костре."
drugHerbalAntibioticsRecipeSchematic,items,Book,KgNone,"Рецепт травяных антибиотиков"
drugHerbalAntibioticsRecipeSchematicDesc,items,Book,KgNone,"Прочитав этот древний рецепт апачей-лекарей Nаvеzgаnе, вы научитесь изготовлению травяных антибиотиков."
drugPainkillers,items,Medical,EnChanged KgNone,"Обезболивающее"
drugPainkillersDesc,items,Medical,EnChanged,"+40 здоровья (сразу)\n-10% получаемого урона\nНевосприимчивость к оглушению\n-36% скорость восстановления\n\nОбезболивающее помогает вам оправиться от оглушения и быстро восстанавливает здоровье. Однако, как и многие препараты, обезвоживают организм."
drugRecog,items,Medical,New,"Воспр"
drugRecogDesc,items,Medical,New,"Незаконный наркотик, усиливающий восприятие и увеличивающий урон от оружия дальнего боя. Может вызвать зависимость."
drugRedPill,items,Medical,New,"Красная таблетка"
drugRedPillDesc,items,Medical,New,"Предмет разработчика, используется в основном для тестрирования эффектов еды и очистки счётчиков переменных."
drugSteroids,items,Medical,New,"Стероиды"
drugSteroidsDesc,items,Medical,New,"Стероиды делают вас сильнее и увеличивают урон в ближнем бою на 50%. Побочными эффектами могут быть снижение силы и появление зависимости после окончания эффекта."
drugVitamins,items,Medical,KgNone,"Витамины"
drugVitaminsDesc,items,Medical,New,"Витамины укрепляют ваше тело, но обезвоживают его."
ductControlPanel,blocks,Block,KgNone,"Воздуховод панели управления"
ductControlPanelCorner,blocks,Block,KgNone,"Воздуховод панели управления (угол)"
ductSoft,blocks,Block,GrChanged,"Гибкий воздуховод"
ductSoftCorner,blocks,Block,GrChanged,"Гибкий воздуховод (угол)"
ductSoftCorner2,blocks,Block,GrChanged,"Гибкий воздуховод (угол 2)"
eacDisconnected,UI,Menu,KgNone,"Соединение потеряно"
eacIntegrityViolation,UI,Menu,KgNone,"Нарушение целостности"
eacNetError,UI,Menu,KgNone,"Ошибка сети"
eacUnableToPlayOnProtected,UI,Menu,KgNone,"Вы не сможете играть на защищённых ЕАС серверах во время этого игрового сеанса."
eacUnknown,UI,Menu,KgNone,"Неизвестное состояние"
eacauth_ban_restricted,UI,AuthenticationMessages,New,"Исключены ЕАС: вы заблокированы до {0}!"
eacauth_ban_unrestricted,UI,AuthenticationMessages,New,"Исключены ЕАС: вы заблокированы!"
eacauth_known,UI,AuthenticationMessages,New,"Исключены ЕАС: ({0}) {1}"
eacauth_message,UI,AuthenticationMessages,New,"Сообщение ЕАС: {0}"
eacauth_unknown,UI,AuthenticationMessages,New,"ЕАС исключил вас по неизвестной причине. Пожалуйста, сообщите об этом случае на официальном форуме."
earsPosition,UI,Menu UMA,KgNone,"Положение ушей"
earsRotation,UI,Menu UMA,KgNone,"Вращение ушей"
earsSize,UI,Menu UMA,KgNone,"Размер ушей"
electricalBox01,blocks,Block,KgNone,"Распределительная коробка"
electricfencepost,blocks,Electricity,New,"Столб электрической изгороди"
electricfencepostDesc,blocks,Electricity,New,"Соедините проводами 2 или более и долбаните током своих врагов."
electrictimerrelay,blocks,Electricity,New,"Электрическое реле с таймером"
electrictimerrelayDesc,blocks,Electricity,New,"Проведите провод через одну из них, чтобы запускать события в зависимости от времени суток."
electricwirerelay,blocks,Electricity,New,"Электрическое реле"
electricwirerelayDesc,blocks,Electricity,New,"Используется для соединения и расширения электросети между электрическими компонентами."
emberPileDeco1,blocks,Block,EnChanged,"Тлеющая куча 1 (декор)"
emberPileDeco2,blocks,Block,EnChanged,"Тлеющая куча 2 (декор)"
emberPileDeco3,blocks,Block,EnChanged,"Тлеющая куча 3 (декор)"
emberPileDeco4,blocks,Block,EnChanged,"Тлеющая куча 4 (декор)"
emberPileLightPOI1,blocks,Block,New,"Тлеющая куча 1 (горящая) (ИОМ)"
emberPileLightPOI2,blocks,Block,New,"Тлеющая куча 2 (горящая) (ИОМ)"
endTable,blocks,Block,KgNone,"Столик"
endTableLamp,blocks,Block,KgNone,"Столик с лампой"
entitycommand_Search,entities,Radial,New,"Обыскать"
entitycommand_drive,entities,Radial,New,"Вести"
entitycommand_horn,entities,Radial,New,"Посигналить"
entitycommand_keypad,entities,Radial,New,"Ввести код"
entitycommand_lock,entities,Radial,New,"Запереть"
entitycommand_refuel,entities,Radial,New,"Заправить"
entitycommand_repair,entities,Radial,New,"Починить"
entitycommand_service,entities,Radial,New,"Открыть"
entitycommand_storage,entities,Radial,New,"Хранилище"
entitycommand_take,entities,Radial,New,"Взять"
entitycommand_talk,entities,Radial,New,"Разговаривать"
entitycommand_trade,entities,Radial,New,"Торговать"
entitycommand_unlock,entities,Radial,New,"Отпереть"
eyeColor,UI,Menu UMA,KgNone,"Цвет глаз"
eyeRotation,UI,Menu UMA,KgNone,"Вращение глаз"
eyeSize,UI,Menu UMA,KgNone,"Размер глаз"
