Key,Source,Context,Changes,English
earsRotation,UI,Menu UMA,KgNone,"Вращение ушей"
earsSize,UI,Menu UMA,KgNone,"Размер ушей"
electricalBox01,blocks,Block,KgNone,"Распределительная коробка"
electricfencepost,blocks,Electricity,New,"Столб электрической изгороди"
electricfencepostDesc,blocks,Electricity,New,"Соедините проводами 2 или более и долбаните током своих врагов."
electrictimerrelay,blocks,Electricity,New,"Электрическое реле с таймером"
electrictimerrelayDesc,blocks,Electricity,New,"Проведите провод через одну из них, чтобы запускать события в зависимости от времени суток."
electricwirerelay,blocks,Electricity,New,"Электрическое реле"
electricwirerelayDesc,blocks,Electricity,New,"Используется для соединения и расширения электросети между электрическими компонентами."
emberPileDeco1,blocks,Block,EnChanged,"Тлеющая куча 1 (декор)"
emberPileDeco2,blocks,Block,EnChanged,"Тлеющая куча 2 (декор)"
emberPileDeco3,blocks,Block,EnChanged,"Тлеющая куча 3 (декор)"
emberPileDeco4,blocks,Block,EnChanged,"Тлеющая куча 4 (декор)"
emberPileLightPOI1,blocks,Block,New,"Тлеющая куча 1 (горящая) (иом)"
emberPileLightPOI2,blocks,Block,New,"Тлеющая куча 2 (горящая) (иом)"
endTable,blocks,Block,KgNone,"Столик"
endTableLamp,blocks,Block,KgNone,"Столик с лампой"
entitycommand_Search,entities,Radial,New,"Обыскать"
entitycommand_drive,entities,Radial,New,"Вести"
entitycommand_horn,entities,Radial,New,"Посигналить"
entitycommand_keypad,entities,Radial,New,"Ввести код"
entitycommand_lock,entities,Radial,New,"Запереть"
entitycommand_refuel,entities,Radial,New,"Заправить"
entitycommand_repair,entities,Radial,New,"Починить"
entitycommand_service,entities,Radial,New,"Открыть"
entitycommand_storage,entities,Radial,New,"Хранилище"
entitycommand_take,entities,Radial,New,"Взять"
entitycommand_talk,entities,Radial,New,"Разговаривать"
entitycommand_trade,entities,Radial,New,"Торговать"
entitycommand_unlock,entities,Radial,New,"Отпереть"
eyeColor,UI,Menu UMA,KgNone,"Цвет глаз"
eyeRotation,UI,Menu UMA,KgNone,"Вращение глаз"
eyeSize,UI,Menu UMA,KgNone,"Размер глаз"
eyeglasses,items,Clothes,New,"Strоng glаssеs"
facialPiercings,items,Clothes,New,"Лицевой пирсинг"
facialPiercingsDesc,items,Clothes,New,"Риск заражения - не достаточно сложное испытание? Попробуйте вставить пирсинг сомнительного происхождения в вашу кожу!"
fakeCabinetDoorTrap1x1Sheet,blocks,Block,New,"Fake Cabinet Door 1x1"
fakeCabinetDoorTrap1x1SheetMetal,blocks,Block,New,"Fake Cabinet Door 1x1 Metal"
fakeCabinetDoorTrap1x2Sheet,blocks,Block,New,"Fake Cabinet Door 1x2"
fakeCabinetDoorTrap1x2SheetMetal,blocks,Block,New,"Fake Cabinet Door 1x2 Metal"
fakeCabinetDoorTrapGroupDesc,blocks,Block,New,"Zombies can see through this block. The intended use is that a hidden zombie can see the player and bust out of a closet."
faucet02,blocks,Block,KgNone,"Household Faucet"
faucet04,blocks,Block,KgNone,"Household Faucet"
faucetBrass02,blocks,Block,KgNone,"Brass Faucet"
faucetBrass04,blocks,Block,KgNone,"Brass Faucet"
feetSize,UI,Menu UMA,KgNone,"Foot Size"
fencesGroupDesc,blocks,Block,KgNone,"Fences and railings can keep the neighbors out. Unless they have turned into zombies. Still useful for not falling from high places."
firstAid,buffs,Buff,KgNone,"First Aid"
firstAidDesc,buffs,Buff,KgNone,"You applied a first aid bandage and are now healing."
firstAidKitSchematic,items,Book,KgNone,"First Aid Kit Schematic"
firstAidKitSchematicDesc,items,Book,KgNone,"Learn to make first aid kits by reading this schematic."
firstAidLarge,buffs,Buff,KgNone,"First Aid"
firstAidLargeDesc,buffs,Buff,KgNone,"You applied first aid and are now healing."
firstAidLargeTooltip,buffs,Buff,KgNone,"You applied first aid and are now healing."
firstAidTooltip,buffs,Buff,KgNone,"You applied first aid and are now healing."
flagPoleWhiteRiver,blocks,Block,New,"White River Flagpole"
flagstoneArch,blocks,Block,New,"Flagstone Arch 2m"
flagstoneArch3m,blocks,Block,New,"Flagstone Arch 3m Corner"
flagstoneArch3m_center,blocks,Block,New,"Flagstone Arch 3m Middle"
flagstoneArch3m_tip,blocks,Block,New,"Flagstone Arch 3m Tip"
flagstoneArrowSlitHalf,blocks,Block,New,"Flagstone Arrow Slit"
flagstoneBlock,blocks,Block,KgNone,"Flagstone Block"
flagstoneCNRFull,blocks,Block,New,"flagstone Corner Full"
flagstoneCNRInside,blocks,Block,New,"Flagstone Inside Corner"
flagstoneCNRRamp,blocks,Block,New,"Flagstone Ramp Corner"
flagstoneCNRRampFiller,blocks,Block,New,"Flagstone Ramp Corner Filler"
flagstoneCTRpole,blocks,Block,New,"flagstone Pole Centered"
flagstoneGable,blocks,Block,KgNone,"Flagstone Gable"
flagstoneGableInvertedHalf,blocks,Block,New,"Flagstone (щипец/обратный/половина)"
flagstoneGableInvertedQuarter,blocks,Block,New,"Flagstone (щипец/обратный/четверть)"
flagstoneGableInvertedSteep,blocks,Block,New,"Flagstone (щипец/обратный/отвес)"
flagstoneGableQuarter,blocks,Block,New,"Flagstone (щипец/четверть)"
flagstoneGroupDesc,blocks,Block,EnChanged,"Flagstone is easy to craft early on. Upgrade & repair with cobblestone rocks. Upgrade more with concrete mix & others."
flagstoneHalf,blocks,Block,New,"flagstone 1/2 Block"
flagstonePillar100,blocks,Block,New,"Flagstone Pillar 100"
flagstonePillar50,blocks,Block,New,"Flagstone Pillar 50"
flagstonePlate,blocks,Block,New,"flagstone Plate"
flagstonePlateOffset,blocks,Block,New,"Flagstone (плита/смещение)"
flagstonePole,blocks,Block,New,"Flagstone Pole"
flagstonePyramid,blocks,Block,New,"Flagstone Pyramid"
flagstoneQuarterCNR,blocks,Block,New,"Flagstone (1/4 угла)"
flagstoneQuarterCNR3Way,blocks,Block,New,"Flagstone (1/4 угла/3 направления)"
flagstoneQuarterSCtr,blocks,Block,New,"Flagstone (1/4 размера/центр)"
flagstoneQuarterTeeSCtr,blocks,Block,New,"Flagstone (1/4 размера/центр/Т)"
flagstoneRamp,blocks,Block,EnChanged,"Flagstone Ramp"
flagstoneStairs25,blocks,Block,KgNone,"Flagstone Stairs"
flagstoneStairs25CornerCNR,blocks,Block,New,"Flagstone Stairs Corner"
flagstoneStairs50,blocks,Block,New,"flagstone Stairs 50"
flagstoneWedge,blocks,Block,New,"flagstone Wedge"
flagstoneWedgeCNRInsideBottom,blocks,Block,New,"Flagstone Wedge Inside Corner Bottom"
flagstoneWedgeCNRInsideSteepBase,blocks,Block,New,"Flagstone (клин/отвес/внутр. угол/основа)"
flagstoneWedgeCNRInsideSteepTop,blocks,Block,New,"Flagstone (клин/отвес/внутр. угол/верх)"
flagstoneWedgeCNRInsideTop,blocks,Block,New,"Flagstone (клин/внутр. угол/верх)"
flagstoneWedgeCNRSteepBase,blocks,Block,New,"Flagstone (клин/отвес/угол/основа)"
flagstoneWedgeCNRSteepTop,blocks,Block,New,"Flagstone (клин/отвес/угол/верх)"
flagstoneWedgeIncline,blocks,Block,New,"Flagstone Wedge Incline"
flagstoneWedgeStairs,blocks,Block,New,"Flagstone Wedge Stairs"
flagstoneWedgeTip,blocks,Block,New,"Flagstone Wedge Tip"
flagstoneWedgeTipCNRFullBottom,blocks,Block,New,"Flagstone Wedge Full Corner Bottom"
flagstoneWedgeTipCNRFullTop,blocks,Block,New,"Flagstone Wedge Full Corner Top"
flagstoneWedgeTipStairs,blocks,Block,New,"Flagstone Wedge Tip Stairs"
flameTrap,blocks,Block,New,"Flame Trap"
flamethrowerTrap,blocks,Electricity,New,"Flamethrower Trap"
flamethrowerTrapDesc,blocks,Electricity,New,"Sets things on fire when powered."
flannelShirt,items,Clothes,New,"Flannel Shirt"
flannelShirtRed,items,Clothes,New,"Red Flannel Shirt"
flashlightDecor,blocks,Block,New,"Flashlight (иом)"
foodBaconAndEggs,items,Food,KgNone,"Bacon and Eggs"
foodBaconAndEggsDesc,items,Food,EnChanged GrChanged,"Bacon and eggs will really fill you up and boost your wellness. Cholesterol is the least of your worries now."
foodBakedPotato,items,Food,KgNone,"Baked Potato"
foodBakedPotatoDesc,items,Food,KgNone EnChanged,"A nutritious baked potato full of carbohydrates. Great for couch potatoes too."
foodBlueberryPie,items,Food,KgNone,"Blueberry Pie"
foodBlueberryPieDesc,items,Food,KgNone EnChanged,"This homemade blueberry pie is nutritious and raises your wellness. Mmm...just like Grandma used to make."
foodBoiledMeat,items,Food,KgNone,"Boiled Meat"
foodBoiledMeatDesc,items,Food,EnChanged,"While not as yummy as grilled meat, boiling is an efficient way to prepare a meal."
foodCanBeef,items,Food,KgNone,"Large Beef Ration"
foodCanBeefDesc,items,Food,KgNone,"It's not from your favorite steakhouse but this can of beef will fill you up. Bon appetit!"
foodCanCatfood,items,Food,KgNone,"Can of Cat Food"
foodCanCatfoodDesc,items,Food,KgNone,"A can of Meow Chow is a delicacy. For cats. You are not eating this, are you?"
foodCanChicken,items,Food,KgNone,"Chicken Ration"
foodCanChickenDesc,items,Food,KgNone,"Tastes like chicken. Well, really old synthetic chicken with dirt on it."
foodCanChili,items,Food,KgNone,"Can of Chili"
foodCanChiliDesc,items,Food,KgNone,"Stash Chili goes down smooth but watch out for the fiery finish Paco."
foodCanDogfood,items,Food,KgNone,"Can of Dog Food"
foodCanDogfoodDesc,items,Food,KgNone,"You always wished for the life of a dog. Enjoy!"
foodCanHam,items,Food,KgNone,"Can of Sham"
foodCanHamDesc,items,Food,KgNone,"A can of high quality Shamway ham the number 1 maker of meat-like products. The lunch of champions."
foodCanLamb,items,Food,KgNone,"Lamb Rations"
foodCanLambDesc,items,Food,KgNone,"Lamb rations are great when the world has ended and you're on the lamb. "
foodCanMiso,items,Food,KgNone,"Can of Miso"
foodCanMisoDesc,items,Food,EnChanged,"It's time to soup it up with some Miso soup mmm mmm good."
foodCanPasta,items,Food,KgNone,"Can of Pasta"
foodCanPastaDesc,items,Food,EnChanged,"Now that's Italian! Che figata!"
foodCanPears,items,Food,KgNone,"Can of Pears"
foodCanPearsDesc,items,Food,KgNone,"Maintain that perfect pear shape by eating canned pears."
foodCanPeas,items,Food,KgNone,"Can of Peas"
foodCanPeasDesc,items,Food,EnChanged,"You and your can of peas will be like two peas in a pod and you'll get your daily vegetables."
foodCanSalmon,items,Food,KgNone,"Can of Salmon"
foodCanSalmonDesc,items,Food,EnChanged,"Enjoy this healthy can of salmon."
foodCanSoup,items,Food,KgNone,"Chicken Soup"
foodCanSoupDesc,items,Food,EnChanged,"Chicken soup can keep the body and the soul together."
foodCanStock,items,Food,KgNone,"Can of Stock"
foodCanStockDesc,items,Food,EnChanged,"Stock up on stock or you could eat it now."
foodCanTuna,items,Food,KgNone,"Can of Tuna"
foodCanTunaDesc,items,Food,EnChanged,"A can of tuna or better known as the chicken of the wasteland."
foodCharredMeat,items,Food,KgNone,"Charred Meat"
foodCharredMeatDesc,items,Food,EnChanged,"Charring meat isn't the best way to cook it, but it's much better than eating it raw."
foodChiliDog,items,Food,New,"Chili Dog"
foodChiliDogDesc,items,Food,New,"Tasty!"
foodCornBread,items,Food,KgNone,"Corn Bread"
foodCornBreadDesc,items,Food,EnChanged,"A tasty piece of corn bread lifts your spritis with its home-cooked charm. "
foodCornMeal,items,Food,KgNone,"Corn Meal"
foodCornMealDesc,items,Food,EnChanged,"Corn meal is used in several recipes at the campfire, but you can just eat it."
foodCornOnTheCob,items,Food,KgNone,"Corn on the Cob"
foodCornOnTheCobDesc,items,Food,EnChanged,"A steamed ear of corn isn't the most filling or nutritous meal, but it sure is satisfying."
foodCropBlueberries,items,Farming,KgNone,"Blueberries"
foodCropBlueberriesDesc,items,Farming,KgNone,"Blueberries can be eaten, used to make pies or turned into blueberry seeds."
foodCropCorn,items,Farming,KgNone,"Ear of Corn"
foodCropCornDesc,items,Farming,KgNone,"An ear of corn can be eaten or used to make corn seed, corn meal, corn on the cob, stews and more."
foodCropGraceCorn,items,Farming,KgNone,"Ear of Super Corn"
foodCropGraceCornDesc,items,Farming,KgNone,"An ear of corn can be eaten or used to make corn seed, corn meal, corn on the cob, stews and more."
foodCropMushrooms,items,Farming,KgNone,"Mushrooms"
foodCropMushroomsDesc,items,Farming,KgNone,"Mushrooms can be safely eaten uncooked or used in several recipes at the campfire."
foodCropPotato,items,Farming,KgNone,"Potato"
foodCropPotatoDesc,items,Farming,KgNone,"Potatoes can be eaten, crafted into seeds or used in several recipes at the campfire."
foodCropYuccaFruit,items,Farming,KgNone,"Yucca Fruit"
foodCropYuccaFruitDesc,items,Farming,EnChanged,"Yucca fruit is edible and can be juiced to gain a bit of water. It is harvested from cacti and yucca plants."
foodEgg,items,Food,KgNone,"Egg"
foodEggBoiled,items,Food,KgNone,"Boiled Egg"
foodEggBoiledDesc,items,Food,EnChanged,"A boiled egg offers up a tasty and enjoyable snack."
foodEggDesc,items,Food,EnChanged,"Eggs can be eaten raw but should be cooked. Used in several campfire recipes."
foodFishTacos,items,Food,New,"Fish Tacos"
foodFishTacosDesc,items,Food,New,""
foodGrilledMeat,items,Food,KgNone,"Grilled Meat"
foodGrilledMeatDesc,items,Food,EnChanged,"Meat! Meat on fire! Good! Meat fresh off the grill is nutritious, delicious, and filling."
foodHoboStew,items,Food,New,"Hobo Stew"
foodHoboStewDesc,items,Food,New,"Nutritious and deli... it's edible, okay?"
foodHoney,items,Food,KgNone,"Jar of Honey"
foodHoneyDesc,items,Food,EnChanged,"Honey is one of mother nature's miracles. It gives you some energy, tastes great, and can help fight off early stages of infection and pneumonia."
foodMeatStew,items,Food,KgNone,"Meat Stew"
foodMeatStewDesc,items,Food,EnChanged,"A survivor isn't worth his salt if he can't make a meat stew."
foodMoldyBread,items,Food,KgNone,"Moldy Bread"
foodMoldyBreadDesc,items,Food,EnChanged,"High chance of food poisoning\n\nEat at your own risk. Can be used to craft antibiotics at a chemistry station."
foodRawMeat,items,Food,KgNone,"Raw Meat"
foodRawMeatDesc,items,Food,EnChanged,"High chance of food poisoning\n\nMeat can be eaten raw but is better charred, grilled, boiled or made into stews at a campfire."
foodRottingFlesh,items,Food,KgNone,"Rotting Flesh"
foodRottingFleshDesc,items,Food,EnChanged,"Very high chance of food poisoning.\n\nYou would have to be pretty desperate to eat this."
foodShamChowder,items,Food,New,"Sham Chowder"
foodShamChowderDesc,items,Food,New,""
foodShamSandwich,items,Food,KgNone,"Old Sham Sandwich"
foodShamSandwichDesc,items,Food,EnChanged,"Very high chance of food poisoning\n\nA really old sham sandwich made by Shamway. It will take away the hunger but it will also make you sick."
foodSteakAndPotato,items,Food,New,"Steak and Potato Meal"
foodSteakAndPotatoDesc,items,Food,New,"A filling meal fit for a king!"
foodVegetableStew,items,Food,KgNone,"Vegetable Stew"
foodVegetableStewDesc,items,Food,EnChanged,"Your mom always said eat your vegetables. Now's your chance to make her happy and guess what? They're good for you."
foolsCapAdmin,items,Clothes,New,"Dev: Fool's Cap"
forearmLength,UI,Menu UMA,KgNone,"Forearm Length"
forearmWidth,UI,Menu UMA,KgNone,"Forearm Width"
foreheadPosition,UI,Menu UMA,KgNone,"Forehead Position"
foreheadSize,UI,Menu UMA,KgNone,"Forehead Size"
forestFlower,blocks,Block,New,"Forest Flower"
forge,blocks,Workstation,KgNone,"Кузница"
forgeActivate,UI,Use Prompt,KgNone,"<{0}> to open forge"
forgeDesc,blocks,Workstation,EnChanged,"Used to smelt metals into tools and weapons. Unlock more recipes by adding an anvil, crucible or tool and die set."
forgeFuel,UI,Menu,KgNone,"Fire burn time:"
forgeFuelBurnTime,UI,Menu,KgNone,"{0}:{1}"
forgeInputBrass,UI,Menu,KgNone,"Brass"
forgeInputClay,UI,Menu,KgNone,"Clay"
forgeInputCloth,UI,Menu,KgNone,"Cloth"
forgeInputGlass,UI,Menu,KgNone,"Glass"
forgeInputIron,UI,Menu,KgNone,"Iron"
forgeInputLead,UI,Menu,KgNone,"Lead"
forgeInputPlants,UI,Menu,KgNone,"Plants"
forgeInputStone,UI,Menu,KgNone,"Stone"
forgeInputTungsten,UI,Menu,KgNone,"Tungsten"
forgeInputType,UI,Menu,KgNone,"{0}"
forgeInputTypePrefix,UI,Menu,KgNone,"Material needed:"
forgeInputWeight,UI,Menu,KgNone,"Amount: {0}"
forgeMetalNeeded,UI,Menu,KgNone,"Mold Capacity:"
forgeMoldCapacity,UI,Menu,KgNone,"Capacity: {0}"
forgeMoldTime,UI,Menu,KgNone,"Time: {0}:{1}"
forgeOutputWeight,UI,Menu,KgNone,"{0}"
fountain,blocks,Block,KgNone,"Fountain"
freshAir,buffs,Buff,KgNone,"Fresh Air"
freshAirDesc,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,""
freshAirTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,""
friendInviteAccepted,UI,Menu,EnChanged KgNone,"Accepted friend request from {0}."
friendInviteAccepted2,UI,Menu,EnChanged KgNone,"{0} accepted your friend request."
friendInviteDeclined,UI,Menu,EnChanged KgNone,"Declined friend invite from {0}."
friendInviteDeclined2,UI,Menu,EnChanged KgNone,"{0} declined your friend request."
friendInviteReceived,UI,Menu,EnChanged KgNone,"Friend invite received from {0}."
friendRemoved,UI,Menu,EnChanged KgNone,"{0} was removed from your friends list."
friendRemoved2,UI,Menu,EnChanged KgNone,"{0} removed you from their friends list."
friendSentInvite,UI,Menu,EnChanged KgNone,"Friend invite sent to {0}."
friendTracked,UI,Menu,KgNone,"Tracking {0}"
friendUntracked,UI,Menu,KgNone,"Not tracking {0} any more"
furnaceDrawer,blocks,Block,New,"Furnace Door (Без добычи)"
furnitureGroupDesc,blocks,Block,KgNone,"Furniture can make your place look pretty but it usually has little defensive value."
fusebox,blocks,Block,KgNone,"Fusebox"
garageDoorMetalGroupDesc,blocks,Block,New,"A wide Garage Door that can be locked"
garageDoorMetal_v1,blocks,Block,KgNone,"Garage Door Metal"
garageDoorMetal_v2,blocks,Block,KgNone,"Garage Door Metal v2"
garageDoorMetal_v3,blocks,Block,KgNone,"Garage Door Metal v3"
garbage_decor1,blocks,Block,KgNone,"Garbage decor1"
garbage_decor2,blocks,Block,KgNone,"Garbage decor2"
garbage_decor3,blocks,Block,KgNone,"Garbage decor3"
gasMask,items,Clothes,KgNone,"Gasmask"
gasMaskDesc,items,Clothes,KgNone,"A gas mask provides a little face protection."
generatorbank,blocks,Electricity,New,"Generator Bank"
genericBlockDesc,blocks,Block,KgNone,"A world decoration block"
glassBulletproofBlock,blocks,Block,New,"Bulletproof Glass Block"
glassBulletproofCTRPlate,blocks,Block,New,"Bulletproof Glass Plate Centered"
glassBulletproofPlate,blocks,Block,New,"Bulletproof Glass Plate"
glassBulletproofPlateCurved,blocks,Block,New,"Bulletproof Glass Curved Plate"
glassBulletproofRamp,blocks,Block,New,"Bulletproof Glass Ramp"
glassBusinessBlock,blocks,Block,KgNone,"Business Glass Block"
glassBusinessCTRSheet,blocks,Block,KgNone,"Business Glass Centered"
glassBusinessPlate,blocks,Block,New,"Business Glass Plate"
glassBusinessPlateCurved,blocks,Block,New,"Business Glass Curved Plate"
glassBusinessSheet,blocks,Block,KgNone,"Business Glass Pane"
glassCTRSheet,blocks,Block,KgNone,"Glass Pane"
glassGroupDesc,blocks,Block,KgNone,"Glass is a wonderful invention that lets light in while keeping the cold wind out."
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,"Glass Industrial 2 Broken 1 Ctr Plate"
glassIndustrial02Broken01Plate,blocks,Block,New,"Glass Industrial 2 Broken 1 Plate"
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,"Glass Industrial 2 Broken 2 Ctr Plate"
glassIndustrial02Broken02Plate,blocks,Block,New,"Glass Industrial 2 Broken 2 Plate"
glassIndustrial02CTRPlate,blocks,Block,KgNone,"Glass Industrial 2 Ctr Plate"
glassIndustrial02Plate,blocks,Block,New,"Glass Industrial 2 Plate"
glassIndustrialCTRPlate,blocks,Block,KgNone,"Glass Industrial 1 Ctr Plate"
glassIndustrialPlate,blocks,Block,New,"Glass Industrial 1 Plate"
glassOpaqueBulletproofCTRPlate,blocks,Block,New,"Bulletproof Glass Opaque Plate Centered"
glassOpaqueBulletproofPlate,blocks,Block,New,"Bulletproof Glass Opaque Plate"
glassShowerBlock,blocks,Block,KgNone,"Shower Glass Block"
glassShowerRamp,blocks,Block,New,"Shower Glass Ramp"
gluteusSize,UI,Menu UMA,KgNone,"Gluteus Size"
gmCreative,UI,Menu,KgNone,"Creative"
gmCreativeDesc,UI,Menu,KgNone,"Creative mode"
gmDeathmatch,UI,Menu,KgNone,"Deathmatch"
gmDeathmatchDesc,UI,Menu,KgNone,"bla bla bla"
gmEditWorld,UI,Menu,KgNone,"Edit"
gmEditWorldDesc,UI,Menu,KgNone,"Edit world mode"
gmSurvival,UI,Menu,KgNone,"Survival"
gmSurvivalDesc,UI,Menu,KgNone,"The stock single player story driven campaign mode played in Navezgane."
gmSurvivalMP,UI,Menu,KgNone,"Survival MP"
gmSurvivalMPDesc,,Menu,KgNone,"::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies."
gmSurvivalPvP,UI,Menu,KgNone,"Survival PvP"
gmSurvivalSP,UI,Menu,KgNone,"Survival SP"
gmSurvivalSPDesc,,Menu,KgNone,"::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened."
gmZombieDesc,UI,Menu,KgNone,"blub blub blub"
gmZombieHorde,UI,Menu,KgNone,"Zombie Horde"
goAchievementsDisabledPS4,UI,Menu,KgNone,"Trophies Disabled"
goAchievementsDisabledXB1,UI,Menu,KgNone,"Achievements Disabled"
goAirDropFrequency,UI,Menu,KgNone,"Air Drops"
goAirDropFrequencyDesc,UI,Menu,KgNone,"How often supplies are air-dropped in game hours."
goAirDropValue,UI,Menu,KgNone,"Every day"
goAirDropValueHour,UI,Menu,KgNone,"Every hour"
goAirDropValueHours,UI,Menu,KgNone,"Every {0} hours"
goAirDropValues,UI,Menu,KgNone,"Every {0} days"
goAll,UI,Menu,KgNone,"Everything"
goAnyValue,UI,Menu,KgNone,"Any"
goBackpack,UI,Menu,KgNone,"Backpack Only"
goBlockDurability,UI,Menu,KgNone,"Block Durability"
goBlockDurabilityDesc,UI,Menu,KgNone,"Modifies the hardness of every block in the world. If you increase hardness then you and zombies will do less damage to blocks and mining is slower."
goBlockDurabilityValue,UI,Menu,KgNone,"{0}%"
goBlockDurabilityValues,UI,Menu,KgNone,"{0}%"
goBloodMoonEnemyCount,UI,Menu,New,"Blood Moon Count"
goBloodMoonEnemyCountDesc,UI,Menu,New,"This sets the number of zombies per player on blood moon hordes."
goBuildCreate,UI,Menu,KgNone,"Cheat Mode"
goBuildCreateDesc,UI,Menu,KgNone,"Sets if creative mode and tools are allowed."
goBuildCreateDescPS4,UI,Menu,KgNone,"Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Trophies cannot be earned with this active."
goBuildCreateDescXB1,UI,Menu,KgNone,"Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Achievements cannot be earned with this active."
goCategoryAdvancedOptions,UI,Menu,KgNone,"Modded Options"
goCategoryGameOptions,UI,Menu,KgNone,"Standard Options"
goCategoryMultiplayer,UI,Menu,KgNone,"Multiplayer"
goCraftTimer,UI,Menu,KgNone,"Craft Timer"
goCraftTimerDesc,UI,Menu,KgNone,"This is the amount of time that crafting items will take to craft items. Fast is double speed."
goCurrentPlayers,UI,Menu,KgNone,"Current Players"
goCurrentPlayersDesc,UI,Menu,KgNone,"Number of players currently playing on the server."
goDay,UI,Menu,KgNone,"{0} Day"
goDayCount,UI,Menu,KgNone,"Match Length"
goDayCountDesc,UI,Menu,KgNone,"Number of days per match."
goDayLength,UI,Menu,KgNone,"24 Hour Cycle"
goDayLengthDesc,UI,Menu,EnChanged KgNone,"How long it takes for 24 hours to pass in the game."
goDayLightLength,UI,Menu,KgNone,"Daylight Length"
goDayLightLengthDesc,UI,Menu,KgNone,"How many hours the sun shines per day."
goDayLightLengthValue,UI,Menu,KgNone,"{0}"
goDayLightLengthValues,UI,Menu,KgNone,"{0}"
goDays,UI,Menu,KgNone,"{0} Days"
goDeleteAll,UI,Menu,KgNone,"Delete All"
goDifficulty,UI,Menu,KgNone,"Difficulty Settings"
goDifficulty1,UI,Menu,KgNone,"Scavenger"
goDifficulty2,UI,Menu,EnChanged FrChanged GrChanged SpChanged,"Adventurer"
goDifficulty3,UI,Menu,EnChanged FrChanged GrChanged SpChanged,"Nomad (default)"
goDifficulty4,UI,Menu,KgNone,"Warrior"
goDifficulty5,UI,Menu,KgNone,"Survivalist"
goDifficulty6,UI,Menu,KgNone,"Insane"
goDifficultyDesc,UI,Menu,KgNone,"Choose from 6 Difficulty settings.\n\n1. Scavenger: Easiest setting designed for noobs.\n\n2. Adventurer: Not just a new recruit any more.\n\n3. Nomad: Designed for Experienced FPS players.\n\n4. Warrior: Now you're starting to impress!\n\n5. Survivalist: Kids, don't try this at home!\n\n6. Insane: You're one brave Mother!"
goDisabled,UI,Menu,KgNone,"Disabled"
goDropOnDeath,UI,Menu,KgNone,"Drop On Death"
goDropOnDeathDesc,UI,Menu,KgNone,"Drop everything, just the toolbelt, backpack only or delete all inventory on death."
goDropOnQuit,UI,Menu,KgNone,"Drop On Quit"
goDropOnQuitDesc,UI,Menu,KgNone,"Drop nothing, everything, just the toolbelt, or just the backpack when leaving the game world."
goEacEnabled,UI,Menu,KgNone,"EAC protected"
goEacEnabledDesc,UI,Menu,KgNone,"Does the server use EasyAntiCheat as a protection against hackers?"
goEnemies,UI,Menu,New,"{0} Enemies"
goEnemyDifficulty,UI,Menu,KgNone,"Enemy Aggression"
goEnemyDifficultyDesc,UI,Menu,KgNone,"Controls how aggressive zombies are. Feral means zombies are very aggressive and can sense you even through walls at night."
goEnemyDifficultyFeral,UI,Menu,KgNone,"Feral"
goEnemyDifficultyNormal,UI,Menu,KgNone,"Normal"
goEnemySenseMemory,UI,Menu,KgNone,"Enemy Memory"
goEnemySenseMemoryDesc,UI,Menu,KgNone,"This is the time in real seconds that a zombie will pursue something it has sensed in the world."
goEnemySpawn,UI,Menu,KgNone,"Enemy Spawning"
goEnemySpawnDesc,UI,Menu,KgNone,"Enemy Spawning On:\nAdds zombies to the world.\n\nEnemy Spawning off:\nTurns off all zombie spawning in the world."
goEnemySpawnMode,UI,Menu,KgNone,"Enemy Spawning"
goEnemySpawnModeDesc,UI,Menu,KgNone,"This is the amount of enemies that will spawn in the world.\nDisabled 0%, Very Low 50%, Low 75%, Medium 100%, High 125%, Very High 150%"
goFast,UI,Menu,KgNone,"Fast"
goFrag,UI,Menu,KgNone,"{0} Frag"
goFragLimit,UI,Menu,KgNone,"Frag Limit"
goFragLimitDesc,UI,Menu,KgNone,"Frag Limit is the number of kills a player needs to win or end the match."
goFrags,UI,Menu,KgNone,"{0} Frags"
goFriendlyFire,UI,Menu,KgNone,"Friendly Fire"
goFriendlyFireDesc,UI,Menu,KgNone,"Friendly Fire On:\nPlayers can damage the friends in their group.\n\nFriendly Fire Off:\nPlayers cannot damage the friends in their group."
goGameDifficulty,,Main Menu New Game,KgNone,"Game Difficulty"
goGameMode,UI,Menu,KgNone,"Game Mode"
goGameModeDesc,UI,Menu,KgNone,"::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.\n\n::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened."
goGameName,UI,Menu,KgNone,"Game Name"
